order_id,product_id,quantity,unit_price,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,Month,Day,Hour,total_value
4150569633,820973,2,114.52,2903620,2023-10-29 11:22:51,2023-10-29 11:37:51,2023-10-29 12:01:51,Significantly Delayed,2206.06,Card,40413,7595,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,29,56,Bahadurjit Rama,faraj37@example.com,910991674238,"418, Desai Chowk, Tiruvottiyur 558463",Proddatur,495945,2024-05-11,New,11,1815.06,October,Sunday,11,229.04
609838437,382511,3,702.54,54619715,2023-12-13 04:58:58,2023-12-13 05:18:58,2023-12-13 05:13:58,On Time,310.69,Card,34363,5150,Butter,Dairy & Breakfast,Bora-Thakkar,702.54,878.17,20.0,7,26,88,David Cherian,imaran51@example.com,916825053964,"358
Bhakta
Sangli-Miraj & Kupwad 296144",Panchkula,660842,2024-10-27,Inactive,4,739.04,December,Wednesday,4,2107.62
5229657139,487931,1,709.08,18889370,2023-10-03 11:53:27,2023-10-03 12:08:27,2023-10-03 12:21:27,Slightly Delayed,3483.81,Cash,96161,2035,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",709.08,834.21,15.0,365,27,68,Mason Atwal,ckashyap@example.org,916363015013,"H.No. 41
Bawa Ganj, Surendranagar Dudhrej-587195",Sri Ganganagar,255117,2023-06-14,Regular,18,598.79,October,Tuesday,11,709.08
2589639350,500739,3,359.98,64141971,2023-08-01 10:46:34,2023-08-01 11:06:34,2023-08-01 11:03:34,On Time,1917.97,UPI,90443,6047,Bread,Dairy & Breakfast,Aggarwal Group,359.98,449.98,20.0,7,18,81,Madhavi Jaggi,eswamy@example.org,911276591339,"H.No. 70
Sura Path
Machilipatnam-082428",Anantapur,554679,2023-06-20,Premium,11,361.98,August,Tuesday,10,1079.94
7656948165,901144,3,340.36,44410149,2023-06-07 10:23:28,2023-06-07 10:41:28,2023-06-07 10:54:28,Slightly Delayed,3332.9,Wallet,8275,8459,Sugar,Grocery & Staples,Deo-Kamdar,340.36,400.42,15.0,365,12,71,Dhruv Patel,brarmitesh@example.net,911126095427,"H.No. 20
Raval Nagar, Saharsa-744305",Pondicherry,600152,2023-05-18,New,14,1440.46,June,Wednesday,10,1021.08
1806563605,183929,1,738.74,25659794,2023-12-24 00:23:24,2023-12-24 00:41:24,2023-12-24 00:45:24,On Time,5747.38,Wallet,16607,5673,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",738.74,923.42,20.0,7,20,73,Rajeshri Radhakrishnan,ganga35@example.org,911383564089,"H.No. 973
Tara Street
Jorhat 869913",Buxar,619160,2023-05-25,Inactive,11,1192.81,December,Sunday,0,738.74
359819834,952168,2,236.95,12755730,2023-12-27 12:39:23,2023-12-27 12:56:23,2023-12-27 13:25:23,Significantly Delayed,2060.96,UPI,70910,4535,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,28,79,Indrajit Mahal,padmanabhanharshil@example.org,911181779895,"76
Ben Path, Thanjavur-431970",Howrah,473540,2023-08-20,Regular,8,748.43,December,Wednesday,12,473.9
1908423841,449106,2,48.55,56441247,2023-10-28 04:57:00,2023-10-28 05:07:00,2023-10-28 05:08:00,On Time,881.17,UPI,62488,3974,Soap,Personal Care,"Shere, Thakur and Naik",48.55,74.69,35.0,365,30,95,Aashi Narula,girindrachar@example.com,918816994235,"H.No. 291
Bassi, Nashik 127808",Meerut,27074,2024-06-02,Premium,18,1667.94,October,Saturday,4,97.1
299859815,707935,2,820.9,2848415,2024-01-16 02:45:51,2024-01-16 03:03:51,2024-01-16 03:13:51,Slightly Delayed,1233.33,Wallet,62089,9397,Cat Food,Pet Care,"Anne, Mammen and Khatri",820.9,1262.92,35.0,365,30,97,Anika Raja,ukamdar@example.org,914449473640,"71/451, Sura Road, Nanded 621248",Aurangabad,529864,2024-07-13,Inactive,9,1798.13,January,Tuesday,2,1641.8
923659418,217710,1,58.59,25081012,2023-04-16 13:14:50,2023-04-16 13:32:50,2023-04-16 13:33:50,On Time,2700.37,Wallet,24003,7835,Eggs,Dairy & Breakfast,Rout-Sarna,58.59,73.24,20.0,7,19,53,Mohammed Oak,bhavanikara@example.net,911577199377,"18/45
Parikh Zila, Davanagere 786763",Baranagar,218441,2023-12-24,New,1,963.43,April,Sunday,13,58.59
3560625119,679865,3,347.91,82989313,2023-05-13 19:53:58,2023-05-13 20:04:58,2023-05-13 20:14:58,Slightly Delayed,2722.14,Wallet,64562,683,Wheat Flour,Grocery & Staples,Memon-Barad,347.91,409.31,15.0,365,14,85,Finn Ghose,chanderlogan@example.org,914625083034,"34/85
Sandhu Path, Dharmavaram 398768",Deoghar,667126,2024-09-20,Inactive,15,1060.18,May,Saturday,19,1043.73
7111490680,317242,3,198.15,32500305,2024-01-24 19:15:43,2024-01-24 19:29:43,2024-01-24 19:37:43,Slightly Delayed,1337.06,Card,9546,5707,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63,Ridhi Khatri,anthonydey@example.net,914334213807,"825
Arya Street
Deoghar 673152",Orai,277971,2024-06-09,New,5,362.53,January,Wednesday,19,594.45
5766981431,53833,2,134.69,93675757,2024-01-14 04:28:49,2024-01-14 04:42:49,2024-01-14 04:47:49,On Time,1178.42,UPI,55608,7251,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365,26,89,Geetika Mander,cgole@example.com,918688210815,"78/349, Som Path
Eluru 767399",Noida,264344,2023-11-28,Regular,10,665.46,January,Sunday,4,269.38
8609945311,853932,3,941.19,51670882,2024-05-03 10:00:04,2024-05-03 10:10:04,2024-05-03 10:07:04,On Time,2238.35,Wallet,66475,8984,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94,Krishna Hans,takbarkha@example.net,917438121864,"95/65
Nadig Circle
Belgaum-468612",Dehradun,352126,2024-09-27,Inactive,11,1351.67,May,Friday,10,2823.57
1691260635,707935,1,820.9,80796977,2024-06-17 10:23:39,2024-06-17 10:35:39,2024-06-17 10:39:39,On Time,3593.61,Card,74826,8139,Cat Food,Pet Care,"Anne, Mammen and Khatri",820.9,1262.92,35.0,365,30,97,Nicholas Chandra,issacgeorge@example.com,912151011082,"62/330, Mammen Marg, Kamarhati-528007",Deoghar,659205,2024-06-28,Premium,7,1170.84,June,Monday,10,820.9
8742091504,349294,3,934.75,78254569,2023-07-03 23:26:52,2023-07-03 23:41:52,2023-07-03 23:54:52,Slightly Delayed,2783.84,Card,69967,1687,Onions,Fruits & Vegetables,Ganesan Ltd,934.75,1246.33,25.0,3,25,70,Theodore Sathe,nathanielgaba@example.net,917994588426,"59
Oommen
Faridabad 412726",Kalyan-Dombivli,427888,2023-11-30,Regular,8,1559.18,July,Monday,23,2804.25
1997833025,123983,1,785.67,72489544,2023-07-28 23:24:23,2023-07-28 23:39:23,2023-07-28 23:37:23,On Time,1074.29,UPI,77103,3240,Cough Syrup,Pharmacy,Kurian-Chhabra,785.67,982.09,20.0,365,25,72,Sanaya Joshi,gsampath@example.net,917642751322,"H.No. 551, Bava Chowk
Madurai-398541",Siwan,332066,2024-09-19,Inactive,17,1600.17,July,Friday,23,785.67
3588296877,757274,2,98.32,83404008,2024-08-13 08:04:17,2024-08-13 08:19:17,2024-08-13 08:44:17,Significantly Delayed,2748.08,Card,73215,8424,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365,27,95,Pooja Chaudhary,kuruvillabhanumati@example.net,916417197642,"H.No. 88
Nayar Circle
Aizawl-692199",Berhampore,573140,2024-09-17,New,5,1391.13,August,Tuesday,8,196.64
2404804990,557908,1,942.37,81757554,2023-12-24 12:32:31,2023-12-24 12:50:31,2023-12-24 12:59:31,Slightly Delayed,3903.99,Wallet,38923,1231,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20.0,365,14,53,Yagnesh Nadkarni,srinivasnisha@example.net,919948703080,"46/12, Dash Street, Ujjain 348748",Shimoga,591693,2024-04-18,Premium,12,1815.02,December,Sunday,12,942.37
8091385479,14145,1,630.84,16082651,2024-04-09 15:13:24,2024-04-09 15:31:24,2024-04-09 15:36:24,On Time,317.8,UPI,66240,3628,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",630.84,841.12,25.0,3,14,53,Amara Sundaram,sehgalsiya@example.net,914087502008,"54, Manda Road
Dehradun 627738",Junagadh,506119,2023-11-04,Regular,14,895.74,April,Tuesday,15,630.84
7133174424,264803,1,995.98,8513589,2023-06-22 03:24:19,2023-06-22 03:42:19,2023-06-22 03:43:19,On Time,4911.58,UPI,63462,7551,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,17,69,Ishaan Nayak,odika51@example.net,912532228833,"H.No. 611, Karpe Nagar, Chinsurah 132815",Bathinda,645238,2024-02-08,New,6,1590.11,June,Thursday,3,995.98
6110446321,272170,1,140.8,78412820,2024-10-27 01:56:26,2024-10-27 02:11:26,2024-10-27 02:14:26,On Time,657.8,Wallet,60577,335,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,92,Charvi Bajaj,yastikota@example.net,918725813517,"32/31
Maharaj Ganj, Ratlam 858199",Siliguri,795903,2024-07-18,New,8,1009.58,October,Sunday,1,140.8
6964586050,378230,1,166.42,4597433,2024-08-04 18:38:03,2024-08-04 18:49:03,2024-08-04 18:45:03,On Time,2824.9,Cash,40358,2357,Nuts,Snacks & Munchies,Kala-Vig,166.42,256.03,35.0,90,13,76,Lipika Kumer,faras46@example.org,917227252187,"H.No. 038, Devan Path, Bally-571011",Tadepalligudem,580130,2024-04-02,Inactive,3,821.84,August,Sunday,18,166.42
2351986014,589812,2,163.03,85626346,2023-04-21 12:54:41,2023-04-21 13:04:41,2023-04-21 13:16:41,Slightly Delayed,3434.75,Wallet,34744,1557,Detergent,Household Care,Bir PLC,163.03,217.37,25.0,365,22,52,Isaiah Gera,aayush34@example.org,919060582251,"H.No. 179, Kadakia, Rajkot-257700",Ghaziabad,130770,2024-08-14,Regular,1,293.54,April,Friday,12,326.06
352569720,757274,1,98.32,65660660,2023-06-23 00:25:26,2023-06-23 00:39:26,2023-06-23 00:34:26,On Time,2081.26,Wallet,23236,9416,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365,27,95,Arya Sodhi,devika25@example.net,914142797783,"H.No. 995
Srivastava Street
Vijayanagaram-618080",Gangtok,994735,2023-08-04,Regular,12,749.66,June,Friday,0,98.32
1235280275,491521,2,556.35,46875863,2023-08-09 22:42:03,2023-08-09 22:57:03,2023-08-09 22:58:03,On Time,626.59,Cash,90779,7967,Nuts,Snacks & Munchies,Karpe Inc,556.35,855.92,35.0,90,28,98,Charita Anne,rajeshri43@example.net,911413303587,"H.No. 595
Prasad Zila, Purnia 798149",Bidar,158018,2023-10-14,Regular,8,1118.55,August,Wednesday,22,1112.7
9399859705,217710,1,58.59,57548210,2023-10-29 01:13:16,2023-10-29 01:29:16,2023-10-29 01:24:16,On Time,3915.04,UPI,31133,2528,Eggs,Dairy & Breakfast,Rout-Sarna,58.59,73.24,20.0,7,19,53,Alka Varughese,subramaniankrishna@example.org,915853107379,"52/68
Kibe Circle, Korba 159640",Erode,401443,2024-09-29,Inactive,10,709.43,October,Sunday,1,58.59
7530379037,952168,3,236.95,99729547,2024-08-02 19:47:04,2024-08-02 19:58:04,2024-08-02 20:03:04,On Time,1496.89,UPI,79485,97,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,28,79,Wridesh Saini,meeradey@example.net,916456914561,"H.No. 18
Pillay Chowk
Patna-810149",Gwalior,81603,2023-12-07,New,17,1763.46,August,Friday,19,710.8499999999999
5952886441,328457,3,858.57,16420489,2024-03-12 11:22:17,2024-03-12 11:39:17,2024-03-12 11:37:17,On Time,3604.38,Wallet,23150,5334,Mango Drink,Cold Drinks & Juices,Hayre-Shere,858.57,1226.53,30.0,180,12,76,Divya Peri,imaran88@example.net,918033199185,"032, Pandey Chowk, Medininagar-342499",Nandyal,543319,2024-04-01,New,14,1368.05,March,Tuesday,11,2575.71
5815833211,373536,2,494.17,31940833,2024-02-08 19:08:31,2024-02-08 19:27:31,2024-02-08 19:27:31,On Time,1691.9,Card,78640,4175,Dog Food,Pet Care,Chauhan-Sabharwal,494.17,760.26,35.0,365,14,64,Urmi Amble,anita28@example.net,918224618920,"H.No. 083, Bajwa, Rewa-343147",Karawal Nagar,452880,2023-07-31,New,4,1515.8,February,Thursday,19,988.34
7307394687,739448,2,755.66,47043878,2024-05-01 10:47:18,2024-05-01 11:04:18,2024-05-01 10:59:18,On Time,1894.83,Wallet,28767,2085,Dish Soap,Household Care,Mand-Choudhry,755.66,1007.55,25.0,365,24,79,Frado Batra,birnicholas@example.net,913457449137,"581
Ramakrishnan Path
Naihati-117037",Bilaspur,280957,2024-06-13,Premium,18,1411.67,May,Wednesday,10,1511.32
6033014029,587645,1,801.81,29525287,2024-10-21 13:54:53,2024-10-21 14:09:53,2024-10-21 14:20:53,Slightly Delayed,1534.73,Cash,31624,6382,Vitamins,Pharmacy,"Sura, Pillay and Mammen",801.81,1002.26,20.0,365,18,90,Theodore Dhar,sachidutt@example.net,913787903128,"H.No. 736, Brar Street
Darbhanga-292274",Bhimavaram,891343,2023-11-16,Premium,15,1976.98,October,Monday,13,801.81
1409944718,153019,3,947.95,39042103,2023-08-19 14:10:37,2023-08-19 14:25:37,2023-08-19 14:28:37,On Time,2483.94,UPI,92890,4180,Onions,Fruits & Vegetables,Aurora LLC,947.95,1263.93,25.0,3,13,88,Maanav Gupta,mohammed78@example.org,919538916663,"H.No. 26, Chaudhary
Kolkata 469720",Bareilly,148727,2024-05-31,Regular,20,1519.5,August,Saturday,14,2843.8500000000004
1811382200,131748,3,81.35,37915052,2023-08-25 19:03:17,2023-08-25 19:20:17,2023-08-25 19:16:17,On Time,3949.87,UPI,97252,7829,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35.0,365,30,53,Ayush Kade,tbajaj@example.net,919356903921,"63
Khanna Road, Kadapa-270217",Jalna,215907,2023-11-16,Regular,10,1499.16,August,Friday,19,244.04999999999998
4485391413,863930,3,242.57,11478478,2023-12-21 08:58:06,2023-12-21 09:15:06,2023-12-21 09:19:06,On Time,1293.18,Card,91131,5420,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365,26,72,Vedika Dugal,sroy@example.org,912256745079,"H.No. 44, Tata Nagar, Guwahati 451820",Ahmednagar,955878,2023-10-31,Inactive,17,762.82,December,Thursday,8,727.71
4076279641,684939,3,727.95,89476734,2023-07-12 17:23:25,2023-07-12 17:35:25,2023-07-12 17:43:25,Slightly Delayed,4782.5,UPI,25713,3139,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,22,50,Jackson Rajagopal,fganesan@example.com,911504140269,"01/36
Ghosh Circle
Mumbai 440965",Surat,454361,2023-07-12,Inactive,18,1505.74,July,Wednesday,17,2183.8500000000004
2965387566,615545,2,448.16,47955004,2023-08-16 11:38:40,2023-08-16 11:55:40,2023-08-16 12:00:40,On Time,3578.47,Wallet,57502,8895,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,Mohini Sidhu,wmitter@example.net,915245895284,"249, Krishnan Path, Bhubaneswar 211635",Kollam,204587,2023-08-21,Inactive,6,1681.52,August,Wednesday,11,896.32
9397774189,112390,2,877.98,92245432,2023-06-28 08:13:42,2023-06-28 08:29:42,2023-06-28 08:26:42,On Time,48.55,Cash,38813,5049,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,23,85,Ayushman Goel,zagate@example.net,917707886127,"H.No. 556
Rege Zila
Davanagere 091304",Tadipatri,863697,2024-06-02,Premium,12,316.16,June,Wednesday,8,1755.96
1437159967,803607,3,949.73,68016312,2024-06-07 01:48:08,2024-06-07 01:59:08,2024-06-07 01:58:08,On Time,1315.84,Cash,69843,9185,Soap,Personal Care,"Kadakia, Mohan and Sathe",949.73,1461.12,35.0,365,21,98,Qarin Bera,prasadikshita@example.net,919685502817,"22/496, Bhatnagar Marg
Bahraich 728459",Orai,118987,2024-09-24,Regular,5,1093.92,June,Friday,1,2849.19
8397785448,131136,2,37.8,67952740,2024-09-04 02:53:31,2024-09-04 03:11:31,2024-09-04 03:15:31,On Time,1325.59,Wallet,99345,3493,Salt,Grocery & Staples,Deshpande-Rama,37.8,44.47,15.0,365,29,95,Sathvik Majumdar,nadkarnidalbir@example.org,917928178094,"52/345
Aurora Circle
Guna 800744",Raebareli,304107,2024-07-17,Regular,19,319.1,September,Wednesday,2,75.6
2778606949,654623,2,422.14,33675108,2024-10-13 13:58:43,2024-10-13 14:09:43,2024-10-13 14:09:43,On Time,3510.28,Card,16105,2277,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35.0,90,18,76,Yagnesh Patel,fraja@example.org,911694173612,"H.No. 105
Thaker Road, Kurnool-283377",Jalgaon,128202,2023-12-03,Inactive,20,1281.15,October,Sunday,13,844.28
1774096863,784827,1,274.25,60656482,2023-06-13 05:30:19,2023-06-13 05:47:19,2023-06-13 05:47:19,On Time,2645.28,Wallet,51118,1421,Baby Wipes,Baby Care,Balakrishnan Ltd,274.25,391.79,30.0,365,26,77,Rajata Purohit,jack16@example.net,915477009670,"23/797, Mammen Zila, Hazaribagh 152040",Haldia,745064,2023-10-31,Inactive,12,627.69,June,Tuesday,5,274.25
1497256618,853932,1,941.19,87220860,2023-04-26 23:27:32,2023-04-26 23:38:32,2023-04-26 23:41:32,On Time,5278.23,Card,24651,3391,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94,Yashvi Dua,lmane@example.net,915023590282,"H.No. 769, Sengupta Street
Pondicherry-124635",Kochi,736698,2024-04-22,Regular,6,1474.44,April,Wednesday,23,941.19
734095510,313754,1,136.6,56480776,2024-06-03 21:33:06,2024-06-03 21:44:06,2024-06-03 21:47:06,On Time,1614.08,Card,6790,8971,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90,25,67,Matthew Parsa,sagate@example.com,914677889908,"41/331
Manne Zila
Jamalpur-589262",Udaipur,573808,2024-03-17,Regular,8,1401.79,June,Monday,21,136.6
5755859055,473929,3,440.19,79592021,2024-10-30 14:19:27,2024-10-30 14:37:27,2024-10-30 14:54:27,Significantly Delayed,354.52,Card,8522,4726,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",440.19,586.92,25.0,3,19,70,Jack Basu,gulatitanvi@example.net,915858527878,"668, Jaggi Circle, Jorhat-664299",Chittoor,463029,2024-02-16,Regular,1,291.29,October,Wednesday,14,1320.57
5840290569,760828,1,563.45,99490786,2023-09-18 03:57:40,2023-09-18 04:09:40,2023-09-18 04:08:40,On Time,2578.09,Wallet,92356,5670,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,35.0,365,23,93,Ayush Biswas,frederickkale@example.org,914042785224,"16/282
Dar Street, Suryapet 965764",Kishanganj,47845,2023-09-23,New,15,1097.78,September,Monday,3,563.45
8200985533,555121,2,354.91,1855421,2024-01-08 07:20:54,2024-01-08 07:39:54,2024-01-08 07:36:54,On Time,77.11,Card,92929,7297,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",354.91,473.21,25.0,3,30,67,Jasmit Kibe,kabiranand@example.net,913618465633,"94
Lal Road, Satara 661110",Kadapa,608163,2023-06-30,Inactive,10,260.2,January,Monday,7,709.82
3255590064,709916,1,33.76,92642745,2023-04-21 04:37:28,2023-04-21 04:51:28,2023-04-21 04:54:28,On Time,1763.6,UPI,88039,9157,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,30,88,Nicholas Puri,ekta46@example.net,912976140015,"H.No. 95, Gulati Circle, Ozhukarai-920887",Bihar Sharif,404970,2024-05-07,Regular,18,415.99,April,Friday,4,33.76
4258404747,272170,1,140.8,27692428,2024-10-11 02:10:11,2024-10-11 02:30:11,2024-10-11 02:29:11,On Time,953.65,UPI,91951,1731,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,92,Warjas Tara,akshaydeshmukh@example.com,912462598771,"859, Kumar Nagar, Chittoor-489508",Chennai,691326,2024-05-29,Regular,11,1889.95,October,Friday,2,140.8
2455161115,131748,2,81.35,27620326,2024-01-29 08:59:28,2024-01-29 09:17:28,2024-01-29 09:17:28,On Time,1010.85,UPI,23471,5466,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35.0,365,30,53,Chasmum Sahni,grovercharan@example.com,913953311360,"H.No. 789
Dave Street
Dhule-392337",Tezpur,129682,2024-07-17,Regular,1,1126.02,January,Monday,8,162.7
4448004569,455083,2,959.01,47215976,2024-01-10 02:02:49,2024-01-10 02:13:49,2024-01-10 02:08:49,On Time,2058.24,Card,49742,2746,Butter,Dairy & Breakfast,Dutta Inc,959.01,1198.76,20.0,7,29,63,Jasmit Ganesh,urishillajain@example.org,912531547334,"H.No. 771, Sha Circle, Korba 949390",Jalna,91065,2024-09-25,Premium,9,842.83,January,Wednesday,2,1918.02
5951090793,615545,1,448.16,27878182,2024-04-20 19:08:47,2024-04-20 19:26:47,2024-04-20 19:29:47,On Time,2143.89,UPI,35150,7610,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,Qabil Lata,aarnav41@example.com,910674077181,"76/44, Lata
Jhansi-232629",Thoothukudi,474639,2023-03-30,Inactive,1,1023.51,April,Saturday,19,448.16
7402491996,672059,2,672.73,92509376,2024-07-14 06:46:07,2024-07-14 07:02:07,2024-07-14 07:04:07,On Time,866.77,Card,15459,8275,Toothpaste,Personal Care,Kaur-Gola,672.73,1034.97,35.0,365,25,81,Sudiksha Dutta,gayathri09@example.org,913768208977,"H.No. 586
Jha Nagar
Singrauli-552485",Jehanabad,260252,2024-09-03,Regular,15,1367.8,July,Sunday,6,1345.46
8532411923,77308,3,223.27,57360162,2024-07-16 18:56:51,2024-07-16 19:12:51,2024-07-16 19:19:51,Slightly Delayed,1071.82,Wallet,82328,7137,Onions,Fruits & Vegetables,Ratta-Sagar,223.27,297.69,25.0,3,29,91,Aarini Rama,bkuruvilla@example.com,916662931943,"H.No. 10
Pai Chowk
Jorhat 052878",Bally,69036,2023-10-30,Regular,20,607.46,July,Tuesday,18,669.8100000000001
7130555385,365133,3,915.45,37309023,2024-01-16 14:35:27,2024-01-16 14:55:27,2024-01-16 15:07:27,Slightly Delayed,1539.36,Cash,48673,2562,Dish Soap,Household Care,Hans Inc,915.45,1220.6,25.0,365,25,60,Dominic Dutt,msule@example.net,910605657715,"88/43
Sunder Zila
Dibrugarh-657473",Guntur,716024,2023-12-05,Premium,10,1270.38,January,Tuesday,14,2746.3500000000004
4338197132,107548,3,891.6,66310963,2024-10-11 07:09:49,2024-10-11 07:23:49,2024-10-11 07:19:49,On Time,3327.67,UPI,9198,9984,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",891.6,1273.71,30.0,180,27,53,Farhan Khare,bavaatharv@example.com,910532753576,"95/373, Mohanty Marg, Visakhapatnam-528253",Dewas,874424,2023-05-27,Inactive,6,1289.52,October,Friday,7,2674.8
8044366071,131937,3,287.81,80833965,2023-04-30 13:56:24,2023-04-30 14:14:24,2023-04-30 14:19:24,On Time,2843.12,Card,31310,2938,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,Irya Brar,semrachana@example.com,913383231107,"H.No. 593
Pillay Street
Karimnagar-329110",Sangli-Miraj & Kupwad,268118,2023-09-05,Inactive,13,1896.2,April,Sunday,13,863.4300000000001
4135251774,114414,2,832.06,77961205,2024-10-09 11:47:45,2024-10-09 12:06:45,2024-10-09 12:05:45,On Time,2487.3,Card,81045,8611,Vitamins,Pharmacy,Kara-Golla,832.06,1040.07,20.0,365,26,66,Yashica Handa,jsankar@example.net,914240043584,"H.No. 75
Arora Marg
Jabalpur 673036",Burhanpur,921503,2023-06-27,Premium,7,1445.85,October,Wednesday,11,1664.12
6331483812,291238,1,746.03,97411107,2024-09-06 22:45:14,2024-09-06 22:57:14,2024-09-06 23:06:14,Slightly Delayed,493.19,Wallet,45259,9755,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",746.03,1147.74,35.0,90,16,68,Udarsh Sandhu,janaki58@example.net,917134127881,"11/78
Dugal Street
Orai 801891",Medininagar,970183,2024-07-26,New,18,1406.97,September,Friday,22,746.03
6705171000,9436,3,88.43,52417972,2023-09-04 20:28:35,2023-09-04 20:42:35,2023-09-04 20:42:35,On Time,1912.64,Wallet,64847,6226,Toothpaste,Personal Care,Naidu PLC,88.43,136.05,35.0,365,19,76,Nisha Chadha,rmishra@example.net,911744503607,"568
Keer Road
Raiganj-432407",Madhyamgram,51637,2024-03-06,New,1,581.78,September,Monday,20,265.29
7850128898,962054,1,16.86,38478423,2024-06-28 07:30:48,2024-06-28 07:48:48,2024-06-28 08:05:48,Significantly Delayed,1427.18,Card,29466,7628,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,11,74,Theodore Doctor,thomasdin@example.org,910273723560,"H.No. 40, Wason Ganj, Amaravati-597149",Nellore,156234,2024-03-29,Premium,3,263.3,June,Friday,7,16.86
3602554049,818522,3,96.09,65815155,2023-07-28 15:01:30,2023-07-28 15:16:30,2023-07-28 15:35:30,Significantly Delayed,3310.35,Wallet,77387,2038,Cheese,Dairy & Breakfast,Hora-Roy,96.09,120.11,20.0,7,12,90,Amara Palan,diya73@example.org,912982802627,"31, Baral Zila
Katni 084466",Bangalore,760332,2024-09-10,New,10,1963.99,July,Friday,15,288.27
1070259187,949818,1,483.05,22738465,2023-06-09 11:06:16,2023-06-09 11:18:16,2023-06-09 11:19:16,On Time,517.77,Wallet,61963,1656,Biscuits,Snacks & Munchies,Yohannan Inc,483.05,743.15,35.0,90,21,76,Gabriel Oak,advayluthra@example.com,918378521079,"42/463
Rana Street, Chennai 439851",Narasaraopet,890953,2023-07-02,Inactive,16,1903.09,June,Friday,11,483.05
8412338399,187399,2,53.49,2566268,2024-10-28 18:46:06,2024-10-28 19:05:06,2024-10-28 19:11:06,Slightly Delayed,3825.11,Card,67313,8021,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,53.49,89.15,40.0,180,14,73,Arjun Ratta,santutkarsh@example.net,917102183787,"99/643
Muni
Karimnagar 116487",Mysore,644861,2023-12-04,Premium,16,1796.96,October,Monday,18,106.98
1478022303,600767,2,722.42,69353754,2023-12-31 15:58:50,2023-12-31 16:13:50,2023-12-31 16:08:50,On Time,841.61,Wallet,23035,4995,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35.0,365,22,68,Brijesh Choudhary,aishanishanker@example.com,917678552679,"47/829, Sura Zila
Shimla 071733",Medininagar,818142,2024-01-24,Premium,8,1154.09,December,Sunday,15,1444.84
2376108199,564692,2,215.65,81757554,2024-05-13 16:07:25,2024-05-13 16:23:25,2024-05-13 16:27:25,On Time,1751.17,Card,27586,8305,Cat Food,Pet Care,"Krishna, Bail and Dyal",215.65,331.77,35.0,365,25,82,Yagnesh Nadkarni,srinivasnisha@example.net,919948703080,"46/12, Dash Street, Ujjain 348748",Shimoga,591693,2024-04-18,Premium,12,1815.02,May,Monday,16,431.3
